person_id;exercise;time;x;y;z
2;5;0.007907193;-1.752555609;3.172317266;6.004657745
2;5;0.009890835;-1.74776721;3.114856482;6.086060524
2;5;0.011904995;-1.745373011;3.062183857;6.227318764
2;5;0.013919156;-1.738190413;3.043030262;6.397306919
2;5;0.015841763;-1.707065821;3.043030262;6.567295074
2;5;0.017825406;-1.647210717;3.055001259;6.708553314
2;5;0.019778531;-1.572990537;3.071760893;6.804321289
2;5;0.021792691;-1.493981838;3.090914488;6.895300865
2;5;0.023745816;-1.429338455;3.102885485;7.010222435
2;5;0.025729458;-1.357512355;3.107673883;7.177816868
2;5;0.027713101;-1.273715258;3.107673883;7.407660007
2;5;0.029696743;-1.175553083;3.129221678;7.694964409
2;5;0.031680386;-1.07739079;3.15795207;8.020575523
2;5;0.033664029;-1.00317049;3.172317266;8.343792915
2;5;0.035586636;-0.943315446;3.174711466;8.638279915
2;5;0.037570279;-0.905008256;3.15795207;8.884882927
2;5;0.039492886;-0.89064306;3.12203908;9.0740242
2;5;0.041507046;-0.885854602;3.066972494;9.18894577
2;5;0.043460171;-0.871489406;3.007117271;9.236829758
2;5;0.045474331;-0.845153213;2.961627483;9.22725296
2;5;0.047396939;-0.806845963;2.932897091;9.169792175
2;5;0.049411099;-0.758961916;2.8969841;9.085995674
2;5;0.051333706;-0.694318473;2.849100113;9.006986618
2;5;0.053347866;-0.617704034;2.78924489;8.913613319
2;5;0.055300991;-0.536301196;2.736572504;8.798690796
2;5;0.057284634;-0.464475125;2.671929121;8.678980827
2;5;0.059237759;-0.435744703;2.633621931;8.616731644
2;5;0.061221402;-0.414196909;2.533065319;8.508993149
2;5;0.063174527;-0.464475125;2.41335535;8.422801971
2;5;0.065188687;-0.608127236;2.293645144;8.384494781
2;5;0.067141812;-0.794874966;2.164358377;8.38928318
2;5;0.069125454;-0.955286503;2.032677174;8.403648376
2;5;0.071078579;-1.137245774;1.872265697;8.42759037
2;5;0.073062222;-1.424550056;1.656787634;8.487444878
2;5;0.075045864;-2.106897593;1.295263171;8.66940403
2;5;0.077029507;-2.808398485;0.969651699;8.839392662
2;5;0.07901315;-3.033453465;0.902614057;8.803479195
2;5;0.080996792;-3.08373189;0.979228497;8.59278965
2;5;0.0829194;-3.162740469;1.07739079;8.255207062
2;5;0.08493356;-3.035847664;1.192312479;8.013393402
2;5;0.086886685;-2.597708941;1.30005157;7.984662533
2;5;0.088870327;-2.039859772;1.343147159;8.054094315
2;5;0.09085397;-1.455674648;1.367089152;8.106766701
2;5;0.092837613;-0.847547412;1.429338455;8.090007782
2;5;0.094821255;-0.265756398;1.498770237;8.018181801
2;5;0.096835415;0.237025961;1.56101954;7.975085735
2;5;0.09878854;0.639251828;1.663970232;8.027758598
2;5;0.100772183;0.969651699;1.778891921;8.161833763
2;5;0.102725308;1.285686255;1.836352706;8.291120529
2;5;0.10470895;1.563413739;1.855506301;8.413225174
2;5;0.106662075;1.769315004;1.867477298;8.556877136
2;5;0.108676236;1.869871497;1.903390408;8.750806808
2;5;0.110629361;1.831564307;1.965639591;9.026140213
2;5;0.112613003;1.750161409;2.023100376;9.260771751
2;5;0.114566128;1.666364431;2.063801765;9.382876396
2;5;0.116580288;1.52510643;2.138022184;9.47146225
2;5;0.118502896;1.403002143;2.190694571;9.550470352
2;5;0.120517056;1.429338455;2.142810583;9.593565941
2;5;0.122439663;1.549048543;2.049436569;9.610325813
2;5;0.124453823;1.67115283;1.958456993;9.619902611
2;5;0.126406948;1.78128612;1.891419291;9.619902611
2;5;0.128421109;1.874659896;1.8579005;9.615114212
2;5;0.130374234;1.951274395;1.843535304;9.591172218
2;5;0.132357876;1.987187386;1.843535304;9.576807022
2;5;0.134311001;2.023100376;1.881842494;9.538499832
2;5;0.136325161;2.011129379;1.963245392;9.48343277
2;5;0.138247769;2.039859772;1.999158382;9.454702377
2;5;0.140261929;2.092532396;1.972822189;9.449913979
2;5;0.142215054;2.130839586;1.929726601;9.466673851
2;5;0.144198697;2.126051188;1.881842494;9.512163162
2;5;0.146182339;2.078166962;1.848323703;9.576807022
2;5;0.148196499;2.013523579;1.814804912;9.648633003
2;5;0.150149624;1.9321208;1.78128612;9.737217903
2;5;0.152133267;1.831564307;1.742978811;9.83777523
2;5;0.154055874;1.726219416;1.704671621;9.947908401
2;5;0.156070034;1.630451322;1.659181833;10.04367638
2;5;0.158023159;1.534683347;1.616086125;10.12986755
2;5;0.16003732;1.453280449;1.587355733;10.20887566
2;5;0.161990445;1.398213744;1.572990537;10.28549004
2;5;0.163974087;1.37666595;1.568202138;10.3405571
2;5;0.165927212;1.355118155;1.572990537;10.37407589
2;5;0.167941372;1.345541358;1.568202138;10.39801788
