person_id;exercise;time;x;y;z
1;0;0,002632583;-2,411335602;-1,152453461;9,674681396
1;0;0,012633583;-2,500849457;-1,363215179;9,179211731
1;0;0,022633583;-2,495909729;-1,542093201;8,86696106
1;0;0,032633583;-2,298919373;-1,701811066;8,728948059
1;0;0,042633583;-1,973047028;-1,786385193;8,815318451
1;0;0,052633583;-1,71648056;-1,733395386;9,073381805
1;0;0,062634583;-1,61588974;-1,612746277;9,367520142
1;0;0,072634583;-1,662143555;-1,526675262;9,627828827
1;0;0,082634583;-1,820214844;-1,506317596;9,764943695
1;0;0,092634583;-1,996248779;-1,58430542;9,78545105
1;0;0,102634583;-2,090852051;-1,703158264;9,747280426
1;0;0,112635583;-2,065554657;-1,80539566;9,74443634
1;0;0,122635583;-2,002685394;-1,820214844;9,753567352
1;0;0,132635583;-2,00433197;-1,735640717;9,77602066
1;0;0,142635583;-2,102378082;-1,619781647;9,772727509
1;0;0,152635583;-2,225272522;-1,527573395;9,726623383
1;0;0,162635583;-2,300266571;-1,509011993;9,649533691
1;0;0,172636583;-2,296524353;-1,55855896;9,553283844
1;0;0,182636583;-2,195634155;-1,634451141;9,469907227
1;0;0,192636583;-2,041604462;-1,72231842;9,449100494
1;0;0,202636583;-1,904788971;-1,767075348;9,429940338
1;0;0,212636583;-1,865271149;-1,751507721;9,396859131
1;0;0,222637583;-1,930385742;-1,680854645;9,386680298
1;0;0,232637583;-2,01136734;-1,589394836;9,407187653
1;0;0,242637583;-2,087708588;-1,529669037;9,468709717
1;0;0,252637583;-2,130818939;-1,522034912;9,554481354
1;0;0,262637583;-2,14009964;-1,549577637;9,63336731
1;0;0,272638583;-2,111658783;-1,574276276;9,720037079
1;0;0,282638583;-2,095342712;-1,601819;9,766141205
1;0;0,292638583;-2,065854034;-1,643133087;9,750573578
1;0;0,302638583;-2,05238205;-1,66034729;9,668095093
1;0;0,312638583;-2,048190765;-1,673968964;9,576485596
1;0;0,322639583;-2,065404968;-1,677561493;9,488019562
1;0;0,332639583;-2,070494385;-1,661395111;9,427994385
1;0;0,342639583;-2,059417419;-1,632654877;9,414073334
1;0;0,352639583;-2,065554657;-1,59598114;9,439819794
1;0;0,362639583;-2,072739716;-1,588646393;9,509874115
1;0;0,372640583;-2,081870728;-1,578018494;9,593101044
1;0;0,382644333;-2,065105591;-1,586550751;9,634115753
1;0;0,392644333;-2,063009949;-1,581760712;9,636361084
1;0;0,402644333;-2,038161621;-1,5726297;9,58651474
1;0;0,412644333;-2,045196991;-1,593137054;9,535919952
1;0;0,422645333;-2,076931;-1,645977173;9,556876373
1;0;0,432645333;-2,077978821;-1,684297485;9,624236298
1;0;0,442645333;-2,045047302;-1,718725891;9,718540192
1;0;0,452645333;-2,020947418;-1,709894257;9,724677429
1;0;0,462645333;-2,053130493;-1,694027252;9,611662445
1;0;0,472646333;-2,081271973;-1,650018768;9,473649445
1;0;0,482646333;-2,065404968;-1,608255615;9,373208313
1;0;0,492646333;-2,04414917;-1,621278534;9,349407806
