time;x;y;z
0,308078704;-10,36489868;-6,312866211;1,340682983
0,310550628;-10,36849976;-6,449325562;1,268859863
0,313022552;-10,42955017;-6,607345581;1,223358154
0,315494476;-10,45349121;-6,750991821;1,268859863
0,317935882;-10,4367218;-6,886276245;1,295196533
0,320407806;-10,47622681;-7,09815979;1,369415283
0,32287973;-10,41517639;-7,247802734;1,437652588
0,325351653;-10,32899475;-7,38067627;1,540603638
0,32779306;-10,23681641;-7,488418579;1,604049683
0,330264984;-10,15660095;-7,644042969;1,758468628
0,332736907;-10,05125427;-7,727828979;1,860229492
0,335208831;-9,927963257;-7,788879395;2,012252808
0,337650237;-9,793884277;-7,884658813;2,232528687
0,340122161;-9,754379272;-7,944503784;2,449203491
0,342594085;-9,680160522;-7,915771484;2,632354736
0,345066009;-9,723251343;-7,940917969;2,866989136
0,347507415;-9,716079712;-7,934936523;3,101623535
0,349979339;-9,772338867;-7,907394409;3,296737671
0,352451263;-9,960281372;-7,925354004;3,524200439
0,354923187;-10,07879639;-7,869094849;3,61756897
0,357364593;-10,19252014;-7,894226074;3,795928955
0,359836517;-10,35293579;-7,885848999;3,933609009
0,362308441;-10,5408783;-7,817611694;4,025772095
0,364780364;-10,70367432;-7,843948364;4,096405029
0,367221771;-10,80783081;-7,877471924;4,174224854
0,369693694;-10,94668579;-7,981613159;4,202941895
0,372165618;-11,14302063;-8,084564209;4,247238159
0,374637542;-11,31420898;-8,181533813;4,242446899
0,377078948;-11,51890564;-8,243789673;4,208938599
0,379550872;-11,72839355;-8,327575684;4,190979004
0,382022796;-11,93908691;-8,408981323;4,077255249
0,38449472;-12,13661194;-8,550247192;3,913253784
0,386936126;-12,31736755;-8,654388428;3,876144409
0,38940805;-12,48616028;-8,762130737;3,804321289
0,391879974;-12,6262207;-8,897399902;3,733688354
0,394351898;-12,77825928;-8,963241577;3,659469604
0,396793304;-12,95063782;-9,114074707;3,59362793
0,399265228;-13,10626221;-9,208648682;3,576858521
0,401737152;-13,22119141;-9,251739502;3,51222229
0,404209075;-13,34927368;-9,366668701;3,489471436
0,406680999;-13,4103241;-9,397796631;3,41885376
0,409122405;-13,45820618;-9,493560791;3,402084351
0,411594329;-13,4210968;-9,574966431;3,423629761
0,414066253;-13,44384766;-9,570175171;3,463134766
0,416507659;-13,46897888;-9,588134766;3,542144775
0,418979583;-13,496521;-9,598907471;3,558914185
0,421451507;-13,48814392;-9,566574097;3,63192749
0,423923431;-13,49291992;-9,504333496;3,69178772
0,426395355;-13,48454285;-9,477996826;3,7396698
0,428836761;-13,50848389;-9,349899292;3,815093994
0,431308685;-13,58030701;-9,251739502;3,846206665
0,433780609;-13,58151245;-9,239776611;3,900085449
0,436252532;-13,62101746;-9,185897827;3,926422119
0,438693939;-13,68087769;-9,094924927;3,980285645
0,441165862;-13,71080017;-9,011123657;3,993453979
0,443637786;-13,74551392;-8,929718018;3,970718384
0,44610971;-13,78981018;-8,867477417;3,925216675
0,448551116;-13,84727478;-8,775299072;3,922821045
0,45102304;-13,88557434;-8,649597168;3,848602295
0,453494964;-13,95022583;-8,641220093;3,845016479
0,455966888;-14,03042603;-8,510742188;3,733688354
0,458408294;-14,08789063;-8,447296143;3,65586853
0,460880218;-14,17167664;-8,410186768;3,576858521
0,463352142;-14,26506042;-8,352722168;3,48109436
0,465824066;-14,3931427;-8,368286133;3,391311646
0,468265472;-14,48173523;-8,320404053;3,38772583
0,470737396;-14,59545898;-8,247375488;3,28717041
0,473209319;-14,6852417;-8,227020264;3,202178955
0,475681243;-14,77742004;-8,221038818;3,129150391
0,47812265;-14,88276672;-8,165969849;3,113586426
0,480594573;-14,99409485;-8,089355469;3,06211853
0,483066497;-15,15330505;-7,984008789;2,900497437
0,485538421;-15,26104736;-7,931335449;2,865783691
0,487979827;-15,307724;-7,918167114;2,858612061
0,490451751;-15,35920715;-7,835571289;2,832275391
0,492923675;-15,35083008;-7,784103394;2,798751831
0,495395599;-15,3364563;-7,740997314;2,857406616
0,497837005;-15,28019714;-7,67515564;2,912475586
0,500308929;-15,1652832;-7,609313965;2,864593506
0,502780853;-15,010849;-7,567428589;2,845443726
0,505252777;-14,79058838;-7,496795654;2,866989136
0,507694183;-14,52363586;-7,435745239;2,828674316
0,510166107;-14,29737854;-7,362716675;2,850219727
0,51263803;-14,04957581;-7,234634399;2,826278687
0,515109954;-13,74432373;-7,12449646;2,813110352
0,517551361;-13,52644348;-7,034713745;2,837051392
0,520023284;-13,32293701;-6,94972229;2,832275391
0,522495208;-13,11703491;-6,840774536;2,767623901
0,524967132;-12,99732971;-6,776138306;2,805938721
0,527408538;-12,84049988;-6,69593811;2,790374756
0,529880462;-12,70043945;-6,579818726;2,766433716
0,532352386;-12,58792114;-6,576217651;2,686218262
0,53482431;-12,42271423;-6,511581421;2,589263916
0,537265716;-12,30419922;-6,458908081;2,595245361
0,53973764;-12,14978027;-6,424194336;2,477920532
0,542209564;-11,95944214;-6,396652222;2,358215332
0,544681487;-11,82177734;-6,440948486;2,281600952
0,547122894;-11,67094421;-6,378707886;2,190628052
0,549594818;-11,57756042;-6,345184326;2,091262817
0,552066741;-11,47581482;-6,258987427;2,006271362
0,554538665;-11,39559937;-6,164413452;1,847061157
0,556980071;-11,33335876;-6,091400146;1,780014038
0,559451995;-11,31539917;-6,006408691;1,701004028
0,561923919;-11,29864502;-5,980072021;1,612426758
0,564395843;-11,27230835;-5,950134277;1,540603638
0,566867767;-11,19090271;-5,920211792;1,419692993
0,569339691;-11,15498352;-5,871124268;1,237731934
0,571811614;-11,18371582;-5,865142822;1,080917358
0,574283538;-11,15618896;-5,854370117;0,970779419
0,576724944;-11,14660645;-5,784942627;0,876205444
0,579196868;-11,09991455;-5,829238892;0,825927734
0,581668792;-11,10830688;-5,832824707;0,734954834
0,584140716;-11,12026978;-5,782546997;0,640380859
0,58661264;-11,06161499;-5,727478027;0,50630188
0,589054046;-11,07119751;-5,745437622;0,466796875
0,59152597;-11,09632874;-5,726287842;0,46321106
0,593997894;-11,05323792;-5,731063843;0,43687439
0,596469818;-11,01971436;-5,746627808;0,442855835
0,598911224;-10,94190979;-5,692764282;0,41053772
0,601383148;-10,92274475;-5,649673462;0,444046021
0,603855071;-10,84014893;-5,629318237;0,459609985
0,606326995;-10,68692017;-5,618545532;0,45362854
0,608768402;-10,58277893;-5,579040527;0,406936646
0,611240325;-10,5229187;-5,501220703;0,42489624
0,613712249;-10,29547119;-5,516784668;0,40335083
0,616184173;-10,07640076;-5,484466553;0,325546265
0,618625579;-9,852539063;-5,456939697;0,25730896
0,621097503;-9,649032593;-5,470108032;0,1328125
0,623569427;-9,462280273;-5,478485107;-0,016830444
0,626041351;-9,227661133;-5,464111328;-0,137741089
0,628482757;-9,028930664;-5,497634888;-0,326873779
0,630954681;-8,831420898;-5,468902588;-0,524398804
0,633426605;-8,644668579;-5,380325317;-0,687210083
0,635898528;-8,35256958;-5,345596313;-0,920639038
0,638339935;-8,138290405;-5,303710938;-1,088241577
0,640811859;-8,016189575;-5,301315308;-1,197174072
0,643283782;-7,874938965;-5,260604858;-1,405471802
0,645755706;-7,667831421;-5,249832153;-1,506027222
0,648197112;-7,494247437;-5,170822144;-1,704742432
0,650669036;-7,235687256;-5,100204468;-1,886703491
0,65314096;-6,980697632;-5,091812134;-2,146469116
0,655612884;-6,485092163;-5,076248169;-2,654037476
0,65805429;-5,918869019;-5,088226318;-3,328018188
0,660526214;-5,434036255;-5,154067993;-3,853546143
0,662998138;-5,144348145;-5,216308594;-4,241394043
0,665470062;-4,87979126;-5,297714233;-4,601730347
0,667911468;-4,799575806;-5,452148438;-4,878250122
0,670383392;-4,734939575;-5,555099487;-4,891418457
0,672855316;-4,527832031;-5,641281128;-4,695098877
0,675327239;-4,460800171;-5,701141357;-4,426956177
0,677768646;-4,429672241;-5,719100952;-4,173171997
0,680240569;-4,463195801;-5,774169922;-3,697921753
0,682712493;-4,54699707;-5,710723877;-3,177185059
0,685184417;-4,556564331;-5,699951172;-2,564254761
0,687625823;-4,665512085;-5,685577393;-1,929794312
0,690097747;-4,839080811;-5,671218872;-1,227096558
0,692569671;-4,95161438;-5,649673462;-0,657287598
0,695041595;-5,129974365;-5,591003418;-7,62939E-05
0,697483001;-5,32510376;-5,623336792;0,526657104
0,699954925;-5,716552734;-5,643676758;0,976760864
0,702426849;-6,013442993;-5,661636353;1,625595093
0,704898773;-6,318695068;-5,634109497;2,058944702
0,707340179;-6,662261963;-5,667617798;2,427642822
0,709812103;-7,089630127;-5,689163208;2,748474121
0,712284027;-7,271591187;-5,709518433;3,080062866
0,71475595;-7,471511841;-5,782546997;3,37097168
0,717197357;-7,464324951;-5,936965942;3,71572876
0,71966928;-7,455947876;-6,038726807;3,985076904
0,722141204;-7,469116211;-6,090194702;4,114364624
0,724613128;-7,622344971;-6,077026367;4,105987549
0,727085052;-7,81149292;-6,135696411;4,145492554
0,729526458;-7,886901855;-6,206314087;4,147888184
0,731998382;-7,795928955;-6,207519531;4,13949585
0,734470306;-7,60559082;-6,279342651;4,125137329
0,736911712;-7,374542236;-6,317642212;4,022186279
0,739383636;-7,221313477;-6,327224731;3,78755188
0,74185556;-7,074066162;-6,290115356;3,527786255
0,744327484;-6,934005737;-6,381088257;3,312301636
0,746799407;-6,803527832;-6,339202881;3,028594971
0,749240814;-6,694595337;-6,286529541;2,707763672
0,751712737;-6,560516357;-6,284133911;2,389343262
0,754184661;-6,337860107;-6,208709717;1,999084473
0,756656585;-6,124771118;-6,178787231;1,642349243
0,759097991;-5,981124878;-6,207519531;1,377792358
0,761569915;-5,849441528;-6,175186157;1,129989624
0,764041839;-5,672271729;-6,153640747;0,88458252
0,766513763;-5,580093384;-6,159637451;0,47996521
0,768955169;-5,593261719;-6,139282227;0,359054565
0,771427093;-5,734512329;-6,236251831;0,593688965
0,773899017;-5,833877563;-6,261383057;0,790008545
0,776370941;-5,917678833;-6,251800537;0,926483154
0,778812347;-5,981124878;-6,275756836;1,091690063
0,781284271;-6,064910889;-6,279342651;1,230545044
0,783756194;-6,131958008;-6,208709717;1,437652588
0,786228118;-6,184631348;-6,162017822;1,548980713
0,788669525;-6,163070679;-6,133300781;1,671081543
0,791141448;-6,266021729;-6,075836182;1,787200928
0,793613372;-6,312713623;-5,980072021;1,812332153
0,796085296;-6,359405518;-5,890289307;1,803955078
0,798526702;-6,373764038;-5,854370117;1,869796753
0,800998626;-6,462356567;-5,842391968;1,911697388
0,80347055;-6,570098877;-5,855560303;1,909301758
0,805942474;-6,662261963;-5,892684937;1,897338867
0,80838388;-6,862182617;-5,862747192;1,912902832
0,810855804;-6,955551147;-5,868728638;1,926055908
0,813327728;-7,157867432;-5,826843262;1,960784912
0,815799652;-7,294342041;-5,747833252;1,927261353
0,818241058;-7,386520386;-5,693954468;1,945220947
0,820712982;-7,489471436;-5,532348633;1,955993652
0,823184905;-7,580444336;-5,409042358;1,923675537
0,825656829;-7,666641235;-5,310882568;1,892547607
0,828098236;-7,750427246;-5,213928223;1,926055908
0,830570159;-7,816268921;-5,070266724;1,972747803
0,833042083;-7,915634155;-4,976898193;2,029006958
0,835514007;-7,908447266;-4,906265259;2,062530518
0,837955413;-7,90486145;-4,859573364;2,076904297
0,840427337;-7,95753479;-4,883514404;2,237304688
0,842899261;-7,93119812;-4,857192993;2,293579102
0,845371185;-7,90486145;-4,753036499;2,424057007
0,847843109;-7,821060181;-4,688400269;2,501861572
0,850284515;-7,791137695;-4,687194824;2,591644287
0,852756439;-7,746841431;-4,598617554;2,527008057
0,855228362;-7,710922241;-4,550720215;2,471939087
0,857700286;-7,574462891;-4,507629395;2,376174927
0,86017221;-7,542144775;-4,440597534;2,322311401
0,862644134;-7,494247437;-4,398696899;2,357025146
0,865116058;-7,447570801;-4,408279419;2,148727417
0,867587982;-7,366165161;-4,387924194;2,079299927
0,870029388;-7,236877441;-4,41545105;2,121185303
0,872501312;-7,142303467;-4,458557129;2,062530518
0,874973236;-7,113571167;-4,421447754;2,074508667
0,877414642;-7,092025757;-4,375946045;2,066131592
0,879886566;-7,017807007;-4,39151001;2,012252808
0,882358489;-6,972320557;-4,294555664;1,933242798
0,884830413;-6,905273438;-4,29095459;1,928451538
0,887302337;-6,917251587;-4,25982666;1,951202393
0,889743743;-6,863388062;-4,29335022;1,887756348
0,892215667;-6,768814087;-4,275390625;1,879379272
0,894687591;-6,742477417;-4,222717285;1,904510498
0,897159515;-6,716140747;-4,20715332;1,963180542
0,899600921;-6,760437012;-4,19758606;2,029006958
0,902072845;-6,849014282;-4,19039917;2,112808228
0,904544769;-6,917251587;-4,223922729;2,196609497
0,907016693;-6,984283447;-4,228713989;2,280410767
0,909458099;-7,058502197;-4,226318359;2,319915771
0,911930023;-7,141113281;-4,263427734;2,374969482
0,914401946;-7,232086182;-4,294555664;2,419265747
0,91687387;-7,345809937;-4,274200439;2,440811157
0,919315277;-7,455947876;-4,349609375;2,404907227
0,9217872;-7,562484741;-4,354400635;2,312728882
0,924259124;-7,585235596;-4,36277771;2,203796387
0,926731048;-7,611572266;-4,421447754;2,110412598
0,929172454;-7,637908936;-4,381942749;1,965560913
0,931644378;-7,654663086;-4,294555664;1,849441528
0,934116302;-7,633117676;-4,33404541;1,768051147
0,936588226;-7,621139526;-4,373550415;1,602844238
0,93906015;-7,609176636;-4,3699646;1,545379639
0,941501556;-7,651077271;-4,401092529;1,607635498
0,94397348;-7,634307861;-4,512420654;1,593276978
0,946445403;-7,636703491;-4,6668396;1,637557983
0,94888681;-7,622344971;-4,721908569;1,623199463
0,951358734;-7,596008301;-4,727905273;1,696212769
0,953830657;-7,671417236;-4,809295654;1,703399658
0,956302581;-7,65826416;-4,817687988;1,777618408
0,958743987;-7,633117676;-4,842819214;2,050567627
0,961215911;-7,60319519;-4,870346069;2,045776367
0,963687835;-7,594802856;-5,018798828;2,118789673
0,966159759;-7,598403931;-5,158859253;2,220550537
0,968601165;-7,596008301;-5,231872559;2,445602417
0,971073089;-7,593612671;-5,369537354;2,483917236
0,973545013;-7,642700195;-5,478485107;2,407302856
0,976016937;-7,567276001;-5,580230713;2,407302856
0,978458343;-7,493057251;-5,589813232;2,361801147
0,980930267;-7,430801392;-5,644882202;2,355819702
0,983402191;-7,355392456;-5,685577393;2,295974731
0,985874114;-7,284759521;-5,661636353;2,208572388
0,988315521;-7,241668701;-5,768173218;2,200195313
0,990787444;-7,252441406;-5,986053467;2,172668457
0,993259368;-7,137512207;-5,945343018;2,070907593
0,995731292;-6,987884521;-5,808883667;2,011062622
0,998172698;-6,974716187;-5,725082397;1,866210938
1,000644622;-6,981887817;-5,685577393;1,818328857
1,003116546;-7,050125122;-5,672409058;1,777618408
1,00558847;-7,163848877;-5,597000122;1,718963623
1,008029876;-7,212936401;-5,491653442;1,687835693
1,0105018;-7,293136597;-5,541931152;1,711776733
1,012973724;-7,457138062;-5,558685303;1,662704468
1,015445648;-7,497848511;-5,489257813;1,509475708
1,017887054;-7,554107666;-5,415039063;1,406524658
1,020358978;-7,640304565;-5,314483643;1,320327759
1,022830902;-7,646286011;-5,295318604;1,199417114
1,025302825;-7,660644531;-5,154067993;1,079711914
1,027744232;-7,731277466;-5,085830688;1,089294434
1,030216155;-7,85218811;-5,179199219;1,133575439
1,032688079;-7,943161011;-5,215118408;1,163513184
1,035160003;-8,080825806;-5,188781738;1,179077148
1,037631927;-8,188568115;-5,246246338;1,237731934
1,040073333;-8,27355957;-5,377929688;1,313140869
1,042545257;-8,28074646;-5,434188843;1,304763794
1,045017181;-8,260391235;-5,358764648;1,329910278
1,047489105;-8,23046875;-5,342010498;1,355041504
1,049930511;-8,13710022;-5,278564453;1,313140869
1,052402435;-8,047317505;-5,164840698;1,234146118
1,054874359;-7,937179565;-5,089416504;1,195831299
1,057346282;-7,82585144;-4,950561523;1,165908813
1,059787689;-7,75881958;-4,884719849;1,100067139
1,062259612;-7,713317871;-4,761413574;0,976760864
1,064731536;-7,713317871;-4,721908569;0,80557251
1,06720346;-7,697753906;-4,628540039;0,617630005
1,069644866;-7,774368286;-4,531570435;0,366241455
1,07211679;-7,860565186;-4,39151001;0,142379761
1,074588714;-7,973098755;-4,31968689;0,18309021
1,077060638;-8,12512207;-4,352005005;0,27166748
1,079502044;-8,212509155;-4,454956055;0,447647095
1,081973968;-8,389678955;-4,569885254;0,616439819
1,084445892;-8,568054199;-4,71711731;0,841491699
1,086917816;-8,700927734;-4,860778809;0,989929199
1,089359222;-8,765579224;-4,913452148;1,138366699
1,091831146;-8,771560669;-4,932601929;1,353851318
1,094303069;-8,732055664;-4,946975708;1,474761963
1,096774993;-8,657836914;-4,918243408;1,593276978
1,0992164;-8,61114502;-4,961334229;1,654327393
1,101688323;-8,566848755;-4,932601929;1,714172363
1,104160247;-8,497421265;-4,900283813;1,782409668
1,106632171;-8,480667114;-4,966125488;1,813537598
1,109073577;-8,463912964;-4,945770264;1,900924683
1,111545501;-8,447143555;-5,004425049;2,021835327
1,114017425;-8,472290039;-5,158859253;2,129577637
1,116489349;-8,472290039;-5,213928223;2,093658447
1,118930755;-8,408843994;-5,231872559;2,131958008
1,121402679;-8,356170654;-5,272583008;2,240905762
1,123874603;-8,365737915;-5,353988647;2,321105957
1,126346527;-8,291519165;-5,399475098;2,324691772
1,128787933;-8,23046875;-5,449752808;2,319915771
1,131259857;-8,150268555;-5,519180298;2,368988037
1,13373178;-8,099990845;-5,583831787;2,355819702
1,136203704;-7,93359375;-5,540725708;2,267242432
1,138675628;-7,840209961;-5,521575928;2,280410767
1,141147552;-7,700149536;-5,531158447;2,276809692
1,143619476;-7,640304565;-5,571853638;2,301956177
1,1460914;-7,561294556;-5,632904053;2,263641357
1,148532806;-7,420028687;-5,553894043;2,037399292
1,15100473;-7,238067627;-5,489257813;1,739318848
1,153476653;-7,027389526;-5,400665283;1,418487549
1,155948577;-6,854995728;-5,321655273;1,101257324
1,158389984;-6,713745117;-5,284545898;0,83190918
1,160861907;-6,664657593;-5,237869263;0,701431274
1,163333831;-6,686218262;-5,247436523;0,745727539
1,165805755;-6,767608643;-5,351593018;0,857055664
1,168277679;-6,760437012;-5,380325317;1,007888794
1,170719085;-6,724517822;-5,421020508;1,177871704
1,173191009;-6,765213013;-5,449752808;1,282028198
1,175662933;-6,817886353;-5,531158447;1,307159424
1,178134857;-6,866973877;-5,574249268;1,283218384
1,180576263;-6,904083252;-5,571853638;1,320327759
1,183048187;-7,009429932;-5,588607788;1,333496094
1,185520111;-7,036956787;-5,582626343;1,353851318
1,187992034;-7,089630127;-5,513198853;1,408920288
1,190433441;-7,159072876;-5,502426147;1,332305908
1,192905364;-7,224899292;-5,517990112;1,362228394
1,195377288;-7,324264526;-5,434188843;1,382583618
1,197849212;-7,347015381;-5,394683838;1,376586914
1,200290618;-7,432006836;-5,332427979;1,374206543
1,202762542;-7,451156616;-5,306091309;1,430465698
1,205234466;-7,416442871;-5,228286743;1,508270264
1,20770639;-7,453552246;-5,116958618;1,647140503
1,210178314;-7,531356812;-5,149276733;1,686645508
1,21261972;-7,648681641;-5,169631958;1,663894653
1,215091644;-7,752822876;-5,234268188;1,748886108
1,217563568;-7,872543335;-5,291732788;1,882965088
1,220035491;-7,96472168;-5,206741333;2,067321777
1,222476898;-8,059280396;-5,268981934;2,208572388
1,224948821;-8,13230896;-5,306091309;2,431243896
1,227420745;-8,131118774;-5,248641968;2,629959106
1,229862152;-8,22328186;-5,229476929;2,752059937
1,232334075;-8,298706055;-5,242645264;2,881347656
1,234805999;-8,393280029;-5,198364258;2,973526001
1,237277923;-8,535736084;-5,128921509;3,040557861
1,239719329;-8,650650024;-5,058303833;3,129150391
1,242191253;-8,711700439;-5,070266724;3,169845581
1,244663177;-8,800292969;-4,954147339;3,16027832
1,247135101;-8,848175049;-4,933807373;3,148300171
1,249576507;-8,857757568;-4,902679443;3,141113281
1,252048431;-8,830215454;-4,855987549;3,149505615
1,254520355;-8,825424194;-4,804519653;3,147109985
1,256992278;-8,793106079;-4,766204834;3,11000061
1,259433685;-8,68296814;-4,732681274;3,075286865
1,261905609;-8,676986694;-4,641708374;3,03338623
1,264377532;-8,678192139;-4,636917114;3,010635376
1,266849456;-8,593185425;-4,581848145;2,900497437
1,269290862;-8,572845459;-4,44418335;2,837051392
1,271762786;-8,545303345;-4,483688354;2,722137451
1,27423471;-8,565658569;-4,411865234;2,619186401
1,276706634;-8,53213501;-4,375946045;2,560531616
1,27914804;-8,502212524;-4,332855225;2,482711792
1,281619964;-8,5105896;-4,284973145;2,431243896
1,284091888;-8,468688965;-4,272994995;2,298355103
1,286563812;-8,351379395;-4,26701355;2,261245728
1,289005218;-8,316665649;-4,2215271;2,116409302
1,291477142;-8,2759552;-4,191604614;2,011062622
1,293949066;-8,24961853;-4,150894165;1,945220947
1,296420989;-8,207733154;-4,112594604;1,802764893
1,298862396;-8,18019104;-4,08505249;1,703399658
1,301334319;-8,144287109;-4,08026123;1,565734863
1,303806243;-8,092803955;-4,03717041;1,412506104
1,306278167;-8,08442688;-4,064697266;1,285614014
1,308719573;-8,10597229;-4,08265686;1,195831299
1,311191497;-8,107162476;-4,043151855;1,140762329
1,313663421;-8,145477295;-4,107803345;1,090484619
1,316135345;-8,301101685;-4,024002075;0,907333374
1,318607269;-8,480667114;-4,08265686;0,969573975
1,321048675;-8,3621521;-4,136535645;0,873809814
1,323520599;-8,325042725;-4,215545654;0,812759399
1,325992523;-8,193359375;-4,280181885;0,730163574
1,328464446;-8,10836792;-4,3412323;0,643966675
1,330905853;-7,968307495;-4,411865234;0,578125
1,333377777;-7,858169556;-4,486083984;0,533828735
1,3358497;-7,728881836;-4,519607544;0,610443115
1,338321624;-7,60559082;-4,551925659;0,578125
1,34076303;-7,539749146;-4,624954224;0,655944824
1,343234954;-7,440383911;-4,651290894;0,67868042
1,345706878;-7,422424316;-4,724304199;0,746917725
1,348178802;-7,451156616;-4,790145874;0,900146484
