time,x,y,z,absolute
0.002656417,-0.713416443,2.300116882,9.497300262,9.797867777
0.012656417,-0.736468506,2.362237701,9.882449341,10.18750989
0.022656417,-0.767005005,2.22317688,10.0448616,10.3164944
0.032656417,-0.729582825,2.235451355,10.15997223,10.4285459
0.042656417,-0.610430603,2.298769684,10.34438873,10.61429912
0.052656417,-0.43649231,2.253863068,10.22882904,10.48328993
0.062656417,-0.260308685,2.0172052,9.980345764,10.18548865
0.072656417,-0.210162964,1.894011383,9.914033661,10.09551935
0.082656417,-0.227975922,1.917213135,9.767937469,9.956921293
0.092656417,-0.264050903,2.003433838,9.679321747,9.888009886
0.102657417,-0.359851685,2.085912323,9.618997192,9.84914364
0.112657417,-0.411943359,2.105970612,9.569599915,9.807244877
0.122657417,-0.465382233,1.992805939,9.558522949,9.775132587
0.132657417,-0.49846344,1.868264923,9.560917969,9.754487789
0.142657417,-0.488883362,1.799857178,9.624535675,9.803579946
0.152657417,-0.357905731,1.767225037,9.649084625,9.81610997
0.162657417,-0.276325378,1.734443207,9.627978516,9.786859519
0.172657417,-0.272134094,1.681303711,9.720486145,9.86857082
0.182657417,-0.276475067,1.610201569,9.777966614,9.913516967
0.192657417,-0.236807556,1.588646393,9.721533966,9.853329277
0.202657417,-0.169297943,1.574725342,9.700876923,9.829315071
0.212657417,-0.182171173,1.634750519,9.851463776,9.987839312
0.222657417,-0.201031952,1.764830017,9.879305878,10.03771505
0.232657417,-0.16031662,1.88383255,9.708810425,9.891184275
0.242657417,-0.196840668,1.931134186,9.511071625,9.707137011
0.252657417,-0.350271606,1.95283905,9.454638977,9.660562548
0.262657417,-0.489482117,1.924697571,9.522747345,9.727629232
0.272657417,-0.564925232,1.85224823,9.597591705,9.791002531
0.282657417,-0.561482391,1.74581955,9.66375412,9.836223466
0.292657417,-0.605939941,1.649569702,9.671837311,9.830192286
0.302657417,-0.616418152,1.556313629,9.769284668,9.911660122
0.312657417,-0.45984375,1.361867981,9.950557709,10.05384202
0.322657417,-0.20357666,1.202150116,10.00339783,10.07742906
0.332657417,-0.240849152,1.409319305,9.7502742,9.854543937
0.342657417,-0.066162415,1.548380127,9.683812408,9.807042431
0.352657417,0.200283508,1.514400787,10.12494507,10.23953299
0.362657417,0.227975922,1.497785339,9.619745636,9.738318132
